quarter,C1.1.GDP251  ,C1.2.GDP252  ,C1.3.GDP253  ,C1.4.GDP254  ,C1.5.GDP255  ,C1.6.GDP256  ,C1.7.GDP257  ,C1.8.GDP258  ,C1.9.GDP259  ,C1.10.GDP260  ,C1.11.GDP261  ,C1.12.GDP263  ,C1.13.GDP264  ,C1.14.GDP265  ,C1.15.GDP266  ,C1.16.GDP267  ,C2.1.IPS10   ,C2.2.IPS11   ,C2.3.IPS299  ,C2.4.IPS12   ,C2.5.IPS13   ,C2.6.IPS18   ,C2.7.IPS25   ,C2.8.IPS32   ,C2.9.IPS34   ,C2.10.IPS38   ,C2.11.IPS43   ,C2.12.IPS306  ,C2.13.PMP     ,C2.14.UTL11   ,C3.1.CES002  ,C3.2.CES003  ,C3.3.CES006  ,C3.4.CES011  ,C3.5.CES015  ,C3.6.CES017  ,C3.7.CES033  ,C3.8.CES046  ,C3.9.CES048  ,C3.10.CES049  ,C3.11.CES053  ,C3.12.CES088  ,C3.13.CES140  ,C3.14.LHEL    ,C3.15.LHELX   ,C3.16.LHEM    ,C3.17.LHNAG   ,C3.18.LBMNU   ,C3.19.CES151  ,C3.20.CES155  ,C4.1.LHUR    ,C4.2.LHU680  ,C4.3.LHU5    ,C4.4.LHU14   ,C4.5.LHU15   ,C4.6.LHU26   ,C4.7.LHU27   ,C5.1.HSFR    ,C5.2.HSBR    ,C5.3.HSNE    ,C5.4.HSMW    ,C5.5.HSSOU   ,C5.6.HSWST   ,C6.1.PMI     ,C6.2.PMNO    ,C6.3.PMDEL   ,C6.4.PMNV    ,C6.5.MOCMQ   ,C6.6.MSONDQ  ,C7.1.GDP272A,C7.2.GDP273A,C7.3.CPIAUCSL,C7.4.PCEPILFE,C7.5.CPILFESL,C7.6.GDP274A,C7.7.GDP274_1,C7.8.GDP274_2,C7.9.GDP274_3,C7.10.GDP275A,C7.11.GDP275_1,C7.12.GDP275_2,C7.13.GDP275_3,C7.14.GDP275_4,C7.15.GDP276A,C7.16.GDP276_1,C7.17.GDP276_2,C7.18.GDP276_3,C7.19.GDP276_4,C7.20.GDP276_5,C7.21.GDP276_6,C7.22.GDP276_7,C7.23.GDP276_8,C7.24.GDP277A,C7.25.GDP278A,C7.26.GDP279A,C7.27.GDP280A,C7.28.GDP281A,C7.29.GDP282A,C7.30.GDP284A,C7.31.GDP285A,C7.32.GDP286A,C7.33.GDP287A,C7.34.GDP288A,C7.35.PSCCOMR ,C7.36.PW561   ,C7.37.PMCP    ,C8.1.CES275R  ,C8.2.CES277R  ,C8.3.CES278 R ,C8.4.LBOUT   ,C8.5.LBPUR7  ,C8.6.LBLCPU  ,C9.1.FYFF    ,C9.2.FYGM3   ,C9.3.FYGM6   ,C9.4.FYGT1   ,C9.5.FYGT5   ,C9.6.FYGT10  ,C9.7.FYAAAC  ,C9.8.FYBAAC  ,C9.9.Sfygm6,C9.10.Sfygt1,C9.11.Sfygt10,C9.12.sFYAAAC  ,C9.13.sFYBAAC  ,C10.1.FM1     ,C10.2.MZMSL,C10.3.FM2,C10.4.FMFBA   ,C10.5.FMRRA   ,C10.6.BUSLOANS,C10.7.CCINRV  ,C11.1.EXRUS   ,C11.2.EXRSW   ,C11.3.EXRJAN  ,C11.4.EXRUK   ,C11.5.EXRCAN  ,C12.1.FSPCOM  ,C12.2.FSPIN   ,C12.3.FSDXP   ,C12.4.FSPXE   ,C12.5.FSDJ    ,C13.HHSNTN  
1968Q4,0.004210084,0.004428858,-0.006670674,-0.000197306,0.012671408,0.010208905,0.024134798,0.028999172,0.020252615,0.033863372,0.012381321,-0.012782906,-0.008504396,0.000660284,-0.006420638,0.008552036,0.015070858,0.015767179,0.014344964,0.019668622,0.042555598,0.009201661,0.022602005,0.013727376,0.020461156,0.009425106,0.017726484,0.002665944,60.5,87.11186667,0.010506533,0.007116516,-0.024870061,0.023312875,0.005062841,0.005424106,0.004495231,0.011036127,0.010642611,0.008828705,0.012157459,0.014563117,0.006236223,4.666666667,0.185,0.005216286,0.005803724,0.00615378,40.33333333,0.166666667,-0.133333333,-0.066666667,-0.042109257,-0.004215858,-0.087468311,-0.114289146,-0.043735394,7.36665583,7.255120354,5.370638028,5.937536205,6.512735429,5.750453994,56.66666667,58.83333333,57.53333333,44.7,0.047597175,0.036091446,0.004253733,0.000831488,-0.001118085,0.000870926,0.000712357,0.000883489,0.000872613,0.000893749,0.001126661,0.000552054,0.002296928,-0.002889572,-0.005991279,0.002488511,0.001064359,0.001451854,0.003429413,-0.001764539,0.006966741,0.005102493,-0.001137215,-0.002221364,-0.000113308,0.015901338,0.016386904,0.007158052,0.01678946,0.0017429,0.038340473,0.019251562,0.005123393,0.002392147,-0.004087418,0.009722449,-0.079724573,-0.007272759,72.36666667,0.008116305,0.009735034,0.008177804,-0.001588979,0.007431745,0.021799402,-0.026666667,0.39,0.393333333,0.326666667,0.25,0.31,0.166666667,0.163333333,0.103333333,0.25,0.183333333,0.473333333,1.256666667,0.002020189,0.003499848,0.003676616,0.00020015,-0.005711477,0.006401364,0.00653762,-0.001324743,-0.000659793,-0.004464951,-0.001228066,-0.000155301,0.05165353,0.052537695,-0.103333333,0.343333333,0.062929888,2.2
1969Q1,0.0156449,0.011157359,0.018360944,0.009535623,0.010312497,0.063800564,0.031071808,0.029142943,0.015198096,0.037031206,0.035380718,-0.127857883,-0.098903706,0.001088516,-0.005374811,0.008147905,0.019268268,0.016994489,0.013762449,0.013682709,0.012345552,0.01363158,0.024118073,0.022339781,0.021618986,0.027109854,0.018666503,-0.004368255,58.33333333,87.68773333,0.010397292,0.009782046,0.022316207,0.017555902,0.008015169,0.012435363,0.001027317,0.010191644,0.007554055,0.00624008,0.009733084,0.013257199,0.008464065,2.666666667,0.064666667,0.008689954,0.009603182,0.009326018,40.33333333,-0.1,0,-0.266666667,-0.006069821,0.021317422,-0.04105054,0.025093568,-0.154935301,7.425556516,7.288927695,5.563242452,6.148468296,6.496272099,5.658320101,56.33333333,57.2,61.4,46.03333333,-0.006001245,0.086867303,-0.003891282,-0.001414121,-0.000149573,-0.000732695,-0.001093968,-0.004149698,-0.00715888,-0.001112757,-0.003329893,-0.002664563,-0.00594758,0.000606375,0.00838138,-0.002602145,0.000720722,-0.000246336,-0.001111688,0.002607963,-0.00363642,0.005392193,-0.001926739,-0.000363124,0.003640583,-0.011175423,-0.011919064,-0.008628495,-0.010654101,-0.007457967,-0.019703586,0.008065783,-0.003003326,-0.008133629,-0.012626782,-0.003354109,0.196674026,0.012004946,78.7,0.008086375,0.008233448,0.004755993,0.003621657,0.000815276,0.004453652,0.65,0.506666667,0.556666667,0.526666667,0.556666667,0.406666667,0.456666667,0.35,0.153333333,0.27,0.083333333,0.523333333,1.2,-0.003451243,-0.004023842,-0.005977169,-0.001235826,-0.013889296,0.009829759,-0.002985402,0.001084011,0.003349801,-0.00070472,0.000979308,0.001582942,-0.041529802,-0.043815203,0.18,-0.766666667,-0.037099681,4.466666667
1969Q2,0.002849265,0.006308098,-0.003241812,0.004939244,0.010804427,-0.007941051,0.004431238,0.010891481,0.008199696,0.012346303,-0.010811377,0.202213439,0.179968486,-0.004278417,-0.016209803,0.008323289,0.004354626,-0.00120077,-0.003047185,-0.008687404,-0.021012677,-0.003746371,0.015544354,0.012440332,0.005127422,0.020283979,0.002874445,0.02243207,56.1,86.94356667,0.01020417,0.007055914,-0.00451292,0.018631489,0.00521237,0.005094732,0.00539938,0.010672098,0.011901433,0.008607134,0.012166583,0.013083743,0.006145499,0,-0.043,0.005668593,0.006603759,0.009212473,40.46666667,0,0.033333333,-0.133333333,0.066045865,-0.085433556,0.083114907,0.099805758,0.050881122,7.342779189,7.224510599,5.518790689,5.863631176,6.392475305,5.84932478,55.8,54.9,65.26666667,49.23333333,-0.00172067,0.014535575,0.003334392,0.003057428,0.003520385,0.000987131,0.002446363,0.002510474,0.004243201,0.001680117,-0.000544158,0.005724328,0.008959336,-0.001680063,0.007347628,0.003307166,0.000691747,0.001043667,0.000376248,0.005267027,-0.002905459,-0.001946304,0.004416108,0.003409468,-0.001959614,0.000219304,0.000132738,0.002039177,0.00181036,0.002200022,-0.004430088,-0.013463209,0.000269433,0.00922017,0.013376488,0.004734497,-0.198919277,0.025470165,79.66666667,0.005759726,0.023087568,0.000405436,-0.001000423,0.000292828,0.024268909,1.76,0.103333333,0.096666667,0.21,0.196666667,0.176666667,0.186666667,0.21,0.146666667,0.376666667,0.156666667,0.533333333,1.233333333,-0.009890022,-0.008239013,-0.008166553,-0.00526543,0.001532102,-0.006501611,-0.001578121,0.001263196,0.001780018,0.001409131,0.000334685,0.002725472,0.007304827,0.013512089,-0.006666667,-0.013333333,-0.001420406,-5.166666667
1969Q3,0.006193259,0.004585809,-0.002758894,0.001641008,0.009832103,0.023005912,0.016676734,0.026813268,0.046234267,0.015981223,-0.008180533,-0.024249315,-0.013097313,0.001389601,0.00068725,0.002102866,0.011931942,0.009153458,0.012010902,0.018742337,0.021322883,0.01741208,0.01517867,0.01620639,0.022320989,0.011378407,0.01039605,0.020903154,53.36666667,86.86606667,0.008081048,0.005719112,0.018862744,0.009596564,0.004418177,0.005533726,0.002642499,0.008555342,0.008702396,0.009307677,0.010132206,0.013206355,0.005515018,-1.666666667,-0.158333333,0.007036586,0.008663232,0.004778949,40.26666667,-0.066666667,0.133333333,0.066666667,0.02074805,0.174785726,0,-0.078175499,0.138739738,7.252053952,7.159291905,5.093750201,5.87023809,6.343294439,5.785874363,54,50.56666667,68.3,49.86666667,0.013376925,-0.006492415,0.001153881,-0.000359203,-0.002045368,-0.000547066,-0.001968336,-0.002695172,-0.003122036,-0.001885005,-0.003860803,0.000476274,0.004016506,0.000999018,-0.021028528,0.00159386,-0.00057259,0.00264997,0.000210012,-0.000320927,0.000523271,-0.00296937,-0.004048043,-0.001262848,-0.001862119,-0.002519386,-0.002365168,0.001113147,-0.002479402,0.003096156,-0.010923328,0.011924079,0.002867562,0.00593145,0.014089156,-0.002629559,0.067957243,-0.037475111,82.83333333,0.007810742,0.009284916,0.007090141,0.002491504,0.004153996,0.017470205,0.656666667,0.826666667,0.906666667,1.08,0.673333333,0.503333333,0.176666667,0.33,0.226666667,0.63,-0.166666667,0.206666667,1.06,-0.003525617,-0.00520054,-0.00242738,-0.000645406,-0.003093175,-0.019205497,-0.008880731,0.004588196,-0.003766297,0.002023672,-0.001315809,0.00129818,-0.073518021,-0.07062049,0.243333333,-0.803333333,-0.10727164,-5.033333333
1969Q4,-0.004758632,0.007828704,-0.004995188,0.006022689,0.013534549,-0.055063277,-0.025406436,-0.005751941,-0.007208409,-0.004901607,-0.075938694,0.03407006,-0.011093782,-0.014889356,-0.027274781,-0.002080938,-0.006288155,-0.009732831,-0.012594866,-0.010618461,-0.027426722,-0.003429788,-0.00851476,-0.000545141,-0.01064641,0.003103872,-0.008180228,0.023538237,51.56666667,85.20323333,0.003020025,-0.005646329,0.007587994,0.006166142,-0.008315907,-0.012714822,-0.001343557,0.008206462,0.008295044,0.008533638,0.009319681,0.008611984,0.007065458,-0.666666667,-0.022,0.005389381,0.007018979,-0.003042232,40.2,-0.1,0,-0.033333333,-0.007403736,-0.007593051,0.032761551,0.087367947,-0.060908753,7.179562002,7.079465175,5.137757302,5.622813412,6.290333809,5.787919354,53.26666667,50.16666667,65.9,53.76666667,-0.017168585,-0.107952649,-0.001929762,-0.000814442,0.001596068,-0.000190922,-0.00018994,0.001290463,0.005233172,-0.000652952,-0.005162238,-0.002407748,-0.003318943,-0.001846111,-4.86138E-06,-0.002053531,0.000178941,-0.000799273,0.00175741,0.003441539,0.00070208,0.003141475,0.002993165,0.001081165,-0.00292055,0.005148516,0.004543289,0.001890121,0.00547101,-0.000267836,0.011275597,0.009094001,0.018319631,-0.008022645,-0.016736721,0.001017249,-0.118570755,0,83.1,0.005230784,0.014824178,0.001149403,-0.002660906,0.004136811,0.02399178,-0.043333333,0.33,0.353333333,0.246666667,0.463333333,0.44,0.403333333,0.456666667,0.25,0.546666667,-0.056666667,0.17,1.076666667,0.003590821,0.003919737,0.002239704,0.007699257,0.027843481,6.96375E-05,-0.002274014,-0.007869799,0.00201379,-0.003444258,0.00336041,-0.002818263,-0.001977961,0.001188851,0.04,-0.623333333,-0.013462554,-6.4
1970Q1,-0.00166958,0.005997686,-0.017758014,0.010283415,0.00925946,-0.032066157,-0.003742891,-0.006065998,-0.007917465,-0.00500057,0.00198036,0.008602507,-0.00323261,-0.005366995,-0.019871842,0.009189095,-0.024526196,-0.018262427,-0.018714875,-0.012776015,-0.059213364,0.006149854,-0.020816917,-0.033475379,-0.066968072,-0.006015888,-0.029605997,0.008710076,47.1,81.87096667,0.001259911,-0.007143357,-0.010111862,-0.004257831,-0.007587427,-0.012372146,-9.27257E-05,0.006699581,0.00546844,0.006684989,0.005126881,0.011019131,0.006989304,-7.333333333,-0.438,0.002605564,0.002915997,-0.003942726,39.96666667,-0.266666667,0.6,0.2,0.140137362,0.171208202,0.196498228,0.216586151,0.158282917,7.119905289,7.006695227,5.348693574,5.522793363,6.232448017,5.587248658,47.66666667,45.6,54.96666667,50.06666667,-0.06048751,-0.022230259,0.001323965,1.94581E-05,0.000646902,-0.000695519,0.001490232,-0.004242404,-0.007795519,-0.001982188,0.000506471,0.001302601,0.002852758,-0.003024719,-0.001415178,0.002476079,-0.00011896,0.000467795,-0.003794009,-0.005202147,-0.002904972,0.013399047,-0.000492813,-0.002830023,-0.002573341,-0.005568649,-0.005334856,-0.001457073,-0.008977077,0.00298175,-0.015817229,-0.023627831,-0.015179151,0.011832015,0.019479247,0.004167253,0.200201382,0,74.3,0.003033951,0.011995497,-0.001096278,0.00427246,0.002521751,0.015469022,-0.366666667,-0.143333333,-0.41,-0.346666667,0.066666667,0.07,0.426666667,0.383333333,-0.016666667,0.343333333,0.156666667,0.526666667,1.39,0.002532539,-0.006444726,-0.00488211,-0.004211458,-0.027219517,-0.008630471,-0.002599834,-0.002173586,-0.001223587,-0.000549139,0.003765279,-0.002881834,-0.060934032,-0.064082635,0.226666667,-0.853333333,-0.061461455,-4.2
1970Q2,0.001878082,0.004640123,0.010143195,0.002056763,0.005445836,0.003354148,-0.022404156,-0.005349865,-0.01030103,-0.002472189,-0.068961284,0.043080203,0.019516895,-0.013023471,-0.031957043,0.005460232,-0.005516145,0.00029588,-0.000666812,0.010954665,0.017726314,0.008096797,-0.000408227,-0.014102587,-0.028361194,-0.005310224,-0.007776561,-0.004690708,46.8,80.477,-0.004866798,-0.015989701,-0.005895496,-0.006923595,-0.017912674,-0.021889564,-0.01175277,0.004443858,0.000707998,0.00129848,0.000984653,0.007405331,0.011182162,-7.666666667,-0.339333333,-0.001838018,-0.003297744,-0.013269735,39.63333333,-0.233333333,0.6,0.4,0.102773373,0.155251093,0.25402079,0.227764438,0.303535128,7.180069874,7.163430555,5.276412531,5.620400866,6.336235587,5.624017506,47.76666667,48.06666667,60.66666667,43.33333333,-0.002219847,-0.147289521,0.000283777,-0.000742827,-0.00197217,-0.000293583,0.003065272,0.001725538,0.004977406,0.000904392,-0.006055227,-0.001881002,-0.006558053,-0.001760012,0.022248323,-0.001630377,-0.000354299,-0.000514374,0.005540387,0.001444881,0.008309152,-0.018701043,0.003122345,0.001831195,-0.000392259,0.013989027,0.014776715,0.006437113,0.020686337,-0.001927473,0.037557507,0.02032426,0.001055338,-0.010617677,-0.020121428,-0.001301949,-0.201221899,0,75.73333333,0.00639623,0.010720788,0.002611158,0.012284867,0.002703809,0.001182289,-0.693333333,-0.533333333,-0.366666667,-0.1,0.04,0.346666667,0.246666667,0.22,0.15,0.776666667,1.036666667,0.426666667,1.263333333,-0.003163482,-0.007150205,0.003033128,0.001908455,0.000567523,-0.003462821,-0.0074182,-0.004148944,0.000301319,0.002496312,-0.00047162,-0.010739667,-0.113358747,-0.115846231,0.41,-0.52,-0.068396362,-3.533333333
1970Q3,0.008847204,0.008697258,0.002744033,0.00660807,0.012394139,0.016802412,0.01753274,0.005022188,0.003792683,0.005609798,0.051895342,-0.003300666,-0.00221132,0.004399734,-0.014686102,0.022329749,-0.00358644,-0.010019058,-0.013514574,-0.006806436,-0.014457803,-0.003750049,-0.015971707,0.006615563,0.003319356,0.004473853,-0.007039595,0.000943271,49.76666667,79.17226667,-0.003831608,-0.012607256,0.008748096,-0.002471284,-0.015216917,-0.021508191,-0.005598302,0.001904327,0.00296813,0.002358331,0.00216283,0.004530019,0.002861307,-5,-0.187,-0.00025013,0.000998449,-0.005086516,39.46666667,-0.1,0.4,0.4,0.031172564,0.125906854,0.152605084,0.152112921,0.153498151,7.302047086,7.230804495,5.384495063,5.668730837,6.464068958,5.811140993,46.96666667,49.5,47.46666667,45.46666667,-0.000218165,0.036059873,-0.006254418,-0.001171809,-0.003600659,0.000785747,-0.005181218,0.003922404,0.009083913,-0.002725845,0.006464149,-0.004047587,-0.003998127,0.002227976,-0.023883809,5.52954E-06,-0.000108284,-6.48772E-05,0.001744607,0.004683271,-0.000200915,0.005390974,-0.004927426,0.001799367,0.000218802,-0.024500785,-0.025404826,-0.011351617,-0.028087079,-0.001647364,-0.063690882,-0.021519473,0.012689391,0.000208634,0.004150875,-0.003694722,-0.151461729,-0.013889112,70.53333333,0.007298599,0.019114769,0.00567935,0.017389914,0.006733948,0.001353589,-1.176666667,-0.35,-0.32,-0.516666667,-0.29,-0.253333333,0.08,0.433333333,0.18,0.61,1.133333333,0.76,1.95,0.00567863,0.024962751,0.015612476,-0.002605422,0.013071623,0.018689699,0.007513837,-0.009544065,-0.001250505,-0.000285108,-0.006109503,-0.036692953,-0.005825013,-0.004121811,0.006666667,0.56,0.019218862,2.5
1970Q4,-0.010777506,-0.00284503,-0.074824916,0.007839068,0.007746498,-0.060170982,0.000730306,-0.038223037,-0.011438196,-0.054174965,0.100211977,0.00920118,0.015513765,6.80608E-05,-0.005358152,0.005016662,-0.0218555,-0.020339358,-0.0239313,-0.010914514,-0.05003915,0.004340786,-0.048099385,-0.023866831,-0.058765716,0.001414144,-0.02588685,0.023523414,43.13333333,76.43733333,-0.008832452,-0.027421184,0.004972552,0.00411542,-0.035138183,-0.051046136,-0.011482381,0.003913287,-0.000752977,-0.001490364,0.003297789,0.00778506,0.008327182,-4,-0.174333333,0.000343383,0.001675154,-0.007671578,39.26666667,-0.266666667,0.666666667,0.4,0.079796016,0.14507062,0.241625986,0.242395483,0.240229134,7.442297429,7.384610383,5.493061443,5.85220248,6.610696045,5.92157842,42.5,46.4,38.1,45.46666667,-0.034065677,-0.006348742,0.004805268,0.003255738,0.004112616,0.003245624,0.003029042,0.010279153,0.016689272,0.003923839,0.011769884,0.001720943,-0.001554128,0.00309902,0.024809925,-0.002101755,0.002627239,0.001998662,0.006401263,0.011002462,0.003183713,0.000485777,0.00064654,0.000665801,0.004175986,0.014837319,0.014925571,0.007738221,0.01340547,0.004423704,0.035132408,0.005786493,-0.014246911,-0.002597589,-0.005687585,8.83405E-05,-0.116083909,0.03920692,66.8,-0.000903469,0.003496994,-0.008963459,-0.005957776,-0.003661749,0.019522686,-1.136666667,-0.973333333,-1,-1.29,-0.97,-0.606666667,-0.313333333,-0.133333333,0.153333333,0.293333333,1.5,1.053333333,2.423333333,0.004678337,0.008654672,0.004190167,0.000854183,0.000405928,-0.009747029,-0.005563607,-0.001717212,0.003869582,-0.002235058,0.00065588,-0.003432404,0.090905515,0.092442573,-0.39,0.886666667,0.065626063,-2.4
1971Q1,0.027351692,0.019048712,0.106648346,0.003397358,0.008413309,0.122458091,0.022341355,0.009392468,-0.002662136,0.016400211,0.052019112,0.003736825,-0.011991784,-0.016330534,-0.039716801,0.004531254,0.01909631,0.016555149,0.018898619,0.041121209,0.127447976,0.006966633,-0.015180484,0.023413035,0.051806944,-0.003417809,0.023286461,0.023254955,54.96666667,77.5853,0.003555001,0.001611229,-0.016487514,-0.000639065,0.00279189,0.008376978,-0.0054071,0.004797505,0.00411093,-0.00381883,0.009052922,0.008744242,0.005056344,-1.333333333,-0.038333333,0.000944753,0.001216935,0.004705296,39.53333333,0.2,0.1,1.233333333,-0.068408965,0.026281906,0.178121788,0.095823659,0.312274515,7.510065593,7.4165789,5.43080655,5.894402834,6.656297983,6.12541252,51.3,58.13333333,43,48.86666667,0.072032417,0.079653058,0.00216452,-0.003621739,-0.006030858,-0.001999658,-0.006559005,-0.00274003,-0.00624847,-0.001115029,-0.00073673,-0.005844762,-0.005902039,-0.005188181,-0.019210637,4.90423E-06,-0.001911421,-0.000363848,-0.002414709,-0.005669762,-0.00017328,0.001968421,-0.003062154,-0.002059884,-0.004480112,0.005421266,0.005352285,0.000214644,0.004601371,-0.002445452,0.018215422,0.025012077,0.015129042,0.013705009,0.025792031,0.002711525,-0.128608008,0.036375761,65.56666667,0.016252221,0.013536847,0.020649379,0.028523591,0.011725156,-0.009015711,-1.71,-1.513333333,-1.59,-1.596666667,-1.03,-0.836666667,-0.69,-0.746666667,0.076666667,0.21,2.176666667,1.2,2.513333333,-0.001231065,0.003053475,0.005100598,0.007095859,0.001902197,0.003684607,0.007463252,-0.004583425,-0.004529171,-0.000107071,0.010270308,-0.011081786,0.114901251,0.113900403,-0.44,2.223333333,0.11070129,3.1
1971Q2,0.005624255,0.009176954,0.022382762,0.0036554,0.01019694,0.030216885,0.040283787,0.014305437,-0.002820545,0.024484773,0.09613793,-0.002000134,0.072772658,-0.00315261,-0.014441625,0.006696244,0.009017184,0.005223888,0.003390182,0.012915361,0.027579891,0.006794569,-0.013788105,0.015200455,0.013069362,0.031234808,0.009325745,-0.010332013,57.46666667,77.71953333,0.004287184,0.002566403,-0.003608409,0.026495197,-0.002655993,-0.003967872,-0.00071996,0.005668984,0.004654271,0.001085601,0.008018662,0.009861377,0.006702265,1.666666667,0.023333333,0.003090683,0.001816009,0.003217731,39.6,0.066666667,-0.033333333,0.733333333,-0.00135962,-0.030905706,0.062076664,0.01931936,0.121532571,7.611017793,7.535474654,5.533389489,6.032286542,6.757707283,6.194405391,54.16666667,58.16666667,48.73333333,56.53333333,-0.019728934,0.009134416,-0.001605776,0.001880134,0.000757793,-0.000803833,0.000692788,-0.007607357,-0.017699838,0.000780866,-0.00127339,0.006423344,0.014863165,0.000522041,-0.017155894,0.001134124,0.000550354,-1.73404E-05,-0.001298125,-0.003762386,0.000505904,0.002521409,0.00244425,-0.004392288,0.001367201,-0.002592752,-0.002583601,-0.001303682,0.002039781,-0.00316497,-0.006238082,-0.026221125,-0.021667961,-0.009325314,-0.015731311,-0.003402235,-0.058742821,-0.061693569,73.5,0.007523335,0.013091779,0.003396035,0.000989264,0.006414074,0.01208739,0.706666667,0.41,0.536666667,0.943333333,0.67,0.23,0.256666667,0.076666667,0.203333333,0.743333333,1.996666667,1.226666667,2.36,0.004399428,0.004714696,0.006212694,-0.001938566,-0.003291254,-0.003753819,0.00822799,-0.002593234,-0.030295393,-0.000691624,0.001793401,0.00397669,0.047772286,0.054749614,-0.156666667,1.663333333,0.047681104,0.766666667
1971Q3,0.0079014,0.007931602,0.02603962,8.29222E-05,0.009491783,0.013292813,0.018876579,0.004124304,-0.003688767,0.008879583,0.04809954,0.040287949,0.021872999,-0.000815753,-0.004552819,0.00247106,0.003079768,0.015090914,0.013657585,0.015963854,0.021787069,0.013556211,0.020428188,-0.0151444,-0.041626354,0.02664125,0.004373052,0.010816333,57.23333333,77.4742,0.003259027,0.000293325,-0.008881996,0.013076702,-0.002293312,-0.003558432,-0.000432225,0.00501523,0.004400422,0.00414572,0.009723689,0.009038268,0.00504851,1,-0.001333333,0.006941317,0.008173073,1.39676E-05,39.5,0,0.133333333,0.4,0.034616841,-0.013146924,0.072407309,0.041909017,0.111330683,7.646831391,7.612336837,5.608250048,6.092817041,6.787469113,6.198478716,54.36666667,59.06666667,48.66666667,50,0.018178539,-0.024054739,-0.00333085,-0.001458485,0.000736552,-0.002239995,-0.001653866,-0.010295527,-0.019680937,-0.000669457,-0.006046842,-0.000750857,-0.006351206,-0.002960515,0.035528724,-0.001696053,0.000570094,-0.001302899,0.005859878,0.003808273,0.007197997,-0.001579083,0.000668149,0.000931285,0.00070383,-0.003543067,-0.002694678,-0.003565969,-0.000632605,-0.005275448,-0.001437711,-0.00706892,0.008832186,-0.004511408,-0.005126176,-0.004061482,-0.024122692,0,65.76666667,0.00604528,0.010821434,0.002753265,0.011551128,0.004367569,0.005387823,0.91,0.76,0.82,0.756666667,0.36,0.236666667,0.083333333,0.096666667,0.263333333,0.74,1.473333333,1.073333333,2.22,-0.003821669,-0.004745924,-0.008498827,-0.001170996,0.00780226,0.00843905,0.003034446,-0.012786187,-0.033536144,-0.019953761,0.009219563,0.003320026,-0.029200128,-0.030641594,0.09,-1.023333333,-0.034682366,1.833333333
1971Q4,0.002853283,0.016560921,0.043547723,0.008237126,0.015703004,-0.031320524,0.027318568,0.021574649,-0.002805146,0.036196389,0.038026476,-0.087501007,-0.070333111,-0.007511822,-0.031496873,0.012735613,0.022913801,0.023555848,0.021496543,0.023239242,0.021651639,0.024014522,0.034720958,0.021585544,0.047371528,0.024763408,0.029659111,0.00494898,60.26666667,79.21146667,0.005447961,0.003774665,-0.053830339,0.021278322,0.001924405,0.002482445,0.001104203,0.006964721,0.00498234,0.00939811,0.006807549,0.009677641,0.008476245,1.333333333,0.016666667,0.008985514,0.009218061,0.010642241,39.73333333,0.066666667,-0.1,0.4,-0.000292099,0.001706121,0.020320002,0.000965251,0.043675064,7.696969928,7.639802608,5.657156633,6.149180293,6.848712738,6.223237425,54.96666667,60.1,51.7,42.46666667,0.026564663,0.022332993,-0.002005526,-0.003635629,-0.002532649,-0.00364503,-0.003154494,-0.003113171,-0.001426152,-0.003531078,-0.006107365,-0.002520051,-0.002351769,-0.000722953,-0.006189524,-0.002696463,-0.004720486,-0.00340086,-0.01500976,-0.008999562,-0.019163096,-0.015547748,-0.002649661,-0.003569274,0.001284058,-0.002639952,-0.003008292,-0.003045488,-0.004513573,-0.002121619,-0.003418103,0.010798243,0.00258358,0.000872485,0.006958376,-0.004113777,-0.007820207,0,56.9,0.005969719,0.008388065,0.005261161,-0.008067411,0.000440604,0.016321908,-0.723333333,-0.78,-0.87,-1.023333333,-0.713333333,-0.593333333,-0.256666667,-0.29,0.173333333,0.496666667,1.66,1.41,2.523333333,-0.007869906,-0.005660299,-0.002633074,-0.01142055,-0.021859748,-0.008853795,0.006532491,-0.025077796,-0.020313041,-0.070211451,0.025350242,-0.013168744,-0.021885705,-0.021818146,0.056666667,-0.736666667,-0.03835925,0.866666667
